2026-05-16 11:23:01.180 [info] [LS Main] Starting language server from: /Applications/Antigravity.app/Contents/Resources/app/extensions/antigravity/bin/language_server_macos_arm
2026-05-16 11:23:01.229 [info] [LS Main] Args: --csrf_token 019bbd92-3f36-4d1e-9366-8347dd79566f --extension_server_port 54290 --extension_server_csrf_token 20946db2-f81f-4660-add3-30d60015003b --app_data_dir antigravity --cloud_code_endpoint https://cloudcode-pa.googleapis.com
2026-05-16 11:23:01.325 [info] [LS Main] Process spawned with PID: 6095
2026-05-16 11:23:02.288 [error] [LS Main stderr] I0516 11:23:02.287581  6095 server.go:1236] Starting language server process with pid 6095
2026-05-16 11:35:27.824 [error] [LS Main stderr] I0516 11:35:27.824268  6095 planner_generator.go:283] Requesting planner with 54 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 11:35:29.720 [error] [LS Main stderr] I0516 11:35:29.720093  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd8ed01bc610333a9

2026-05-16 11:35:29.949 [error] [LS Main stderr] I0516 11:35:29.948890  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x39b9d7504642a9d9

2026-05-16 11:35:35.454 [error] [LS Main stderr] I0516 11:35:35.453552  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6a00ddc9c3359cfb

2026-05-16 11:35:36.955 [error] [LS Main stderr] I0516 11:35:36.955360  6095 planner_generator.go:283] Requesting planner with 56 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 11:35:41.483 [error] [LS Main stderr] I0516 11:35:41.482949  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x197e28237fcd51ac

2026-05-16 11:35:42.453 [error] [LS Main stderr] I0516 11:35:42.453776  6095 planner_generator.go:283] Requesting planner with 58 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 11:35:42.567 [error] [LS Main stderr] I0516 11:35:42.567593  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc74e0b50eb28f551

2026-05-16 11:35:42.704 [error] [LS Main stderr] I0516 11:35:42.704071  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x99bbcad48e022450

2026-05-16 11:35:49.793 [error] [LS Main stderr] I0516 11:35:49.793352  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5b4679fa5505fca6

2026-05-16 11:37:02.665 [error] [LS Main stderr] E0516 11:37:02.665069  6095 log.go:398] failed to check terminal shell support: internal: internal error

2026-05-16 11:37:02.701 [error] [LS Main stderr] I0516 11:37:02.700957  6095 planner_generator.go:283] Requesting planner with 60 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 11:37:08.242 [error] [LS Main stderr] I0516 11:37:08.241541  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb190237b1f2fe701

2026-05-16 11:38:03.106 [error] [LS Main stderr] I0516 11:38:03.105861  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x133c56c3c3aaceaa

2026-05-16 11:38:03.596 [error] [LS Main stderr] I0516 11:38:03.596033  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x12b2a441fbcc01ac

2026-05-16 11:43:03.708 [error] [LS Main stderr] I0516 11:43:03.707944  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x6ced31ec8b5dfe46

2026-05-16 11:43:04.244 [error] [LS Main stderr] I0516 11:43:04.244103  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xc366a41c158eafc1

2026-05-16 11:48:03.354 [error] [LS Main stderr] I0516 11:48:03.354142  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x72b13a16faa8f0ef

2026-05-16 11:48:03.902 [error] [LS Main stderr] I0516 11:48:03.902128  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x810a22a8727e2ea5

2026-05-16 11:53:03.486 [error] [LS Main stderr] I0516 11:53:03.486416  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x2b2ffd42a99b18c6

2026-05-16 11:53:04.098 [error] [LS Main stderr] I0516 11:53:04.098263  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xbe2033c90c4ede65

2026-05-16 11:58:12.878 [error] [LS Main stderr] I0516 11:58:12.877692  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xf160d98f9fa62d9d

2026-05-16 11:58:17.748 [error] [LS Main stderr] I0516 11:58:17.748055  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x439770ed0e9d58ef

2026-05-16 12:03:04.665 [error] [LS Main stderr] I0516 12:03:04.665543  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xff69d510afe86160

2026-05-16 12:03:05.162 [error] [LS Main stderr] I0516 12:03:05.162204  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x295ee01d6384d9c1

2026-05-16 12:08:02.986 [error] [LS Main stderr] I0516 12:08:02.985912  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xe757d3df23d0530f

2026-05-16 12:08:03.882 [error] [LS Main stderr] I0516 12:08:03.882129  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x8f25cd5a0e0c4c0d

2026-05-16 12:13:04.640 [error] [LS Main stderr] I0516 12:13:04.640709  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x54331d6bf167904c

2026-05-16 12:13:05.409 [error] [LS Main stderr] I0516 12:13:05.409381  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x9012184ff242f9ac

2026-05-16 12:18:02.849 [error] [LS Main stderr] I0516 12:18:02.849249  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x5bd88fd05e8f6e77

2026-05-16 12:18:03.389 [error] [LS Main stderr] I0516 12:18:03.388912  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xb68c4bf6145d1bd0

2026-05-16 12:20:47.986 [error] [LS Main stderr] E0516 12:20:47.986843  6095 log.go:398] failed to check terminal shell support: internal: internal error

2026-05-16 12:20:48.016 [error] [LS Main stderr] I0516 12:20:48.016546  6095 planner_generator.go:283] Requesting planner with 62 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:20:54.200 [error] [LS Main stderr] I0516 12:20:54.200073  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x26df2050ec2cb0a

2026-05-16 12:20:54.232 [error] [LS Main stderr] I0516 12:20:54.232538  6095 planner_generator.go:283] Requesting planner with 64 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:20:59.217 [error] [LS Main stderr] I0516 12:20:59.217347  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9a1b06bebd4530d8

2026-05-16 12:20:59.260 [error] [LS Main stderr] I0516 12:20:59.260666  6095 planner_generator.go:283] Requesting planner with 66 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:21:09.860 [error] [LS Main stderr] I0516 12:21:09.860034  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd199140fe9a15712

2026-05-16 12:21:11.918 [error] [LS Main stderr] I0516 12:21:11.918376  6095 planner_generator.go:283] Requesting planner with 68 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:21:12.390 [error] [LS Main stderr] I0516 12:21:12.389967  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf9af34f8c94dbeb9

2026-05-16 12:21:12.835 [error] [LS Main stderr] I0516 12:21:12.834703  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa02c04ca966de0c8

2026-05-16 12:21:19.662 [error] [LS Main stderr] I0516 12:21:19.662099  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x4d3dfb5c238a3cf1

2026-05-16 12:21:22.104 [error] [LS Main stderr] I0516 12:21:22.104504  6095 planner_generator.go:283] Requesting planner with 70 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:21:23.825 [error] [LS Main stderr] I0516 12:21:23.824729  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6c27818c38bb5b35

2026-05-16 12:21:24.506 [error] [LS Main stderr] I0516 12:21:24.505902  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd56ed61072659243

2026-05-16 12:21:28.276 [error] [LS Main stderr] I0516 12:21:28.276470  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x38ebbcc2c08b3487

2026-05-16 12:22:58.653 [error] [LS Main stderr] E0516 12:22:58.652869  6095 log.go:398] failed to check terminal shell support: internal: internal error

2026-05-16 12:22:58.688 [error] [LS Main stderr] I0516 12:22:58.688825  6095 planner_generator.go:283] Requesting planner with 72 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:23:03.387 [error] [LS Main stderr] I0516 12:23:03.387131  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x5871c7c18c7f303f

2026-05-16 12:23:03.871 [error] [LS Main stderr] I0516 12:23:03.871014  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x31c1dfb1b16a9329

2026-05-16 12:23:04.464 [error] [LS Main stderr] I0516 12:23:04.464196  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x9eef96e92e30b3f1

2026-05-16 12:23:08.981 [error] [LS Main stderr] I0516 12:23:08.980773  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x4cf498e11630f605

2026-05-16 12:23:09.901 [error] [LS Main stderr] I0516 12:23:09.900931  6095 planner_generator.go:283] Requesting planner with 74 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:23:09.953 [error] [LS Main stderr] I0516 12:23:09.953191  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd41cb3003c7ed051

2026-05-16 12:23:10.050 [error] [LS Main stderr] I0516 12:23:10.049926  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb96c02ca3053257e

2026-05-16 12:23:14.626 [error] [LS Main stderr] I0516 12:23:14.625995  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x1b1e4049c914724

2026-05-16 12:25:54.960 [error] [LS Main stderr] E0516 12:25:54.959255  6095 cascade_manager.go:539] Failed to load trajectory 4c989ad0-a852-469a-9438-49da9a418ca8 on-demand: failed to load trajectory 4c989ad0-a852-469a-9438-49da9a418ca8: open /Users/apple/.gemini/antigravity/conversations/4c989ad0-a852-469a-9438-49da9a418ca8.pb: no such file or directory

2026-05-16 12:25:54.960 [error] [LS Main stderr] E0516 12:25:54.960805  6095 interceptor.go:74] /exa.language_server_pb.LanguageServerService/StreamAgentStateUpdates (unknown): agent state for conversation 4c989ad0-a852-469a-9438-49da9a418ca8 not found

2026-05-16 12:25:55.083 [error] [LS Main stderr] E0516 12:25:55.082902  6095 log.go:398] failed to check terminal shell support: internal: internal error

2026-05-16 12:25:55.171 [error] [LS Main stderr] I0516 12:25:55.171001  6095 planner_generator.go:283] Requesting planner with 5 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:26:03.056 [error] [LS Main stderr] I0516 12:26:03.056523  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc0af458d042ae8ba

2026-05-16 12:26:03.652 [error] [LS Main stderr] I0516 12:26:03.652059  6095 planner_generator.go:283] Requesting planner with 6 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:26:04.451 [error] [LS Main stderr] I0516 12:26:04.451187  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x606b93a64801d7df

2026-05-16 12:26:08.449 [error] [LS Main stderr] I0516 12:26:08.448942  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe47433a86b4b57c6

2026-05-16 12:26:08.944 [error] [LS Main stderr] I0516 12:26:08.943889  6095 planner_generator.go:283] Requesting planner with 8 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:26:15.141 [error] [LS Main stderr] I0516 12:26:15.141388  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa25105998bd76d85

2026-05-16 12:26:15.175 [error] [LS Main stderr] I0516 12:26:15.175547  6095 planner_generator.go:283] Requesting planner with 10 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:26:21.400 [error] [LS Main stderr] I0516 12:26:21.400351  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x2d9164a96f2a6f3a

2026-05-16 12:26:22.923 [error] [LS Main stderr] I0516 12:26:22.923320  6095 planner_generator.go:283] Requesting planner with 12 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:26:30.902 [error] [LS Main stderr] I0516 12:26:30.901669  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x333fc879cbbf4e6a

2026-05-16 12:26:32.823 [error] [LS Main stderr] I0516 12:26:32.823574  6095 planner_generator.go:283] Requesting planner with 14 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:26:37.885 [error] [LS Main stderr] I0516 12:26:37.884807  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7875a0a20f257ae8

2026-05-16 12:26:37.911 [error] [LS Main stderr] I0516 12:26:37.911635  6095 planner_generator.go:283] Requesting planner with 16 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:26:46.098 [error] [LS Main stderr] I0516 12:26:46.098576  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x31b1b5dba05c3884

2026-05-16 12:26:54.317 [error] [LS Main stderr] I0516 12:26:54.317005  6095 planner_generator.go:283] Requesting planner with 18 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:27:01.459 [error] [LS Main stderr] I0516 12:27:01.459498  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x419209bc204acc31

2026-05-16 12:27:02.547 [error] [LS Main stderr] I0516 12:27:02.547706  6095 planner_generator.go:283] Requesting planner with 20 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:27:10.322 [error] [LS Main stderr] I0516 12:27:10.322528  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x773e845a203b1273

2026-05-16 12:27:11.180 [error] [LS Main stderr] I0516 12:27:11.180104  6095 planner_generator.go:283] Requesting planner with 22 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:27:19.381 [error] [LS Main stderr] I0516 12:27:19.381273  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe0ed91f08b3a40b3

2026-05-16 12:27:21.438 [error] [LS Main stderr] I0516 12:27:21.437925  6095 planner_generator.go:283] Requesting planner with 24 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:27:26.058 [error] [LS Main stderr] I0516 12:27:26.058457  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x65aa5526d800920d

2026-05-16 12:27:26.120 [error] [LS Main stderr] I0516 12:27:26.120796  6095 planner_generator.go:283] Requesting planner with 26 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:27:30.163 [error] [LS Main stderr] I0516 12:27:30.163519  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x2aa7bd74d1434cd7

2026-05-16 12:27:30.194 [error] [LS Main stderr] I0516 12:27:30.193993  6095 planner_generator.go:283] Requesting planner with 28 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:27:31.405 [error] [LS Main stderr] I0516 12:27:31.404826  6095 planner_generator.go:318] Encountered retryable api error. retrying in 5s. Error (): RESOURCE_EXHAUSTED (code 429): You have exhausted your capacity on this model. Your quota will reset after 0s.: RESOURCE_EXHAUSTED (code 429): You have exhausted your capacity on this model. Your quota will reset after 0s.

2026-05-16 12:27:36.406 [error] [LS Main stderr] E0516 12:27:36.405901  6095 log.go:398] RESOURCE_EXHAUSTED (code 429): You have exhausted your capacity on this model. Your quota will reset after 0s.: RESOURCE_EXHAUSTED (code 429): You have exhausted your capacity on this model. Your quota will reset after 0s.

2026-05-16 12:27:36.411 [error] [LS Main stderr] I0516 12:27:36.411632  6095 planner_generator.go:283] Requesting planner with 29 chat messages at model retry attempt 1 and API retry attempt 2

2026-05-16 12:27:42.880 [error] [LS Main stderr] I0516 12:27:42.879649  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd9fb7a8468cfb186

2026-05-16 12:27:44.908 [error] [LS Main stderr] I0516 12:27:44.908215  6095 planner_generator.go:283] Requesting planner with 31 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:27:50.532 [error] [LS Main stderr] I0516 12:27:50.532048  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x212242d45af01cb6

2026-05-16 12:27:51.040 [error] [LS Main stderr] I0516 12:27:51.040812  6095 planner_generator.go:283] Requesting planner with 33 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:27:57.304 [error] [LS Main stderr] I0516 12:27:57.303725  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x1cf5dc3ee8c74133

2026-05-16 12:28:03.379 [error] [LS Main stderr] I0516 12:28:03.379238  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xb29d84d68c1ac458

2026-05-16 12:28:03.860 [error] [LS Main stderr] I0516 12:28:03.860281  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x8a01c3a5c1802a75

2026-05-16 12:28:07.322 [error] [LS Main stderr] I0516 12:28:07.322099  6095 planner_generator.go:283] Requesting planner with 35 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:28:11.402 [error] [LS Main stderr] I0516 12:28:11.402181  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd14b1d199afe2ae

2026-05-16 12:28:16.431 [error] [LS Main stderr] I0516 12:28:16.431519  6095 planner_generator.go:283] Requesting planner with 37 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:28:21.060 [error] [LS Main stderr] I0516 12:28:21.060363  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x753377e33341ff1e

2026-05-16 12:28:39.719 [error] [LS Main stderr] I0516 12:28:39.719830  6095 planner_generator.go:283] Requesting planner with 39 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:28:45.931 [error] [LS Main stderr] I0516 12:28:45.930890  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd6e7199e723fbb60

2026-05-16 12:28:47.054 [error] [LS Main stderr] I0516 12:28:47.054583  6095 planner_generator.go:283] Requesting planner with 41 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:28:54.009 [error] [LS Main stderr] I0516 12:28:54.009163  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7b85c6693c10ac7e

2026-05-16 12:29:01.472 [error] [LS Main stderr] I0516 12:29:01.472821  6095 planner_generator.go:283] Requesting planner with 43 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:29:06.094 [error] [LS Main stderr] I0516 12:29:06.093904  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc668151ec55cd1ff

2026-05-16 12:31:42.010 [error] [LS Main stderr] E0516 12:31:42.010364  6095 log.go:398] failed to check terminal shell support: internal: internal error

2026-05-16 12:31:42.043 [error] [LS Main stderr] I0516 12:31:42.043768  6095 planner_generator.go:283] Requesting planner with 46 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:31:49.707 [error] [LS Main stderr] I0516 12:31:49.706951  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x87f1b43039566019

2026-05-16 12:31:56.350 [error] [LS Main stderr] I0516 12:31:56.349919  6095 planner_generator.go:283] Requesting planner with 47 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:32:00.824 [error] [LS Main stderr] I0516 12:32:00.824460  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd77f01d3d9286351

2026-05-16 12:32:01.235 [error] [LS Main stderr] I0516 12:32:01.235065  6095 planner_generator.go:283] Requesting planner with 49 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:32:01.901 [error] [LS Main stderr] I0516 12:32:01.901061  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd72aa1690f7bf863

2026-05-16 12:32:01.922 [error] [LS Main stderr] I0516 12:32:01.922041  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x18b351659d68d726

2026-05-16 12:32:07.057 [error] [LS Main stderr] I0516 12:32:07.056857  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf12ed7774a16ee7f

2026-05-16 12:32:07.442 [error] [LS Main stderr] I0516 12:32:07.442721  6095 planner_generator.go:283] Requesting planner with 51 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:32:14.273 [error] [LS Main stderr] I0516 12:32:14.273466  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc22ef73dbb9ad3a9

2026-05-16 12:32:14.327 [error] [LS Main stderr] I0516 12:32:14.327567  6095 planner_generator.go:283] Requesting planner with 53 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:32:15.807 [error] [LS Main stderr] I0516 12:32:15.806860  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7f747b94fb4730d2

2026-05-16 12:32:16.338 [error] [LS Main stderr] I0516 12:32:16.337834  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xaee68917058f091e

2026-05-16 12:32:16.423 [error] [LS Main stderr] I0516 12:32:16.423208  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3ddaa069568eb3a7

2026-05-16 12:32:22.195 [error] [LS Main stderr] I0516 12:32:22.194933  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x19ff387a4e1df6af

2026-05-16 12:32:27.019 [error] [LS Main stderr] I0516 12:32:27.019559  6095 planner_generator.go:283] Requesting planner with 55 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:32:33.539 [error] [LS Main stderr] I0516 12:32:33.539150  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x434f4862d1def6f6

2026-05-16 12:32:33.797 [error] [LS Main stderr] I0516 12:32:33.797459  6095 planner_generator.go:283] Requesting planner with 57 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:32:39.085 [error] [LS Main stderr] I0516 12:32:39.084692  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x80819f08afc27c26

2026-05-16 12:32:57.401 [error] [LS Main stderr] I0516 12:32:57.401343  6095 planner_generator.go:283] Requesting planner with 59 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:33:01.816 [error] [LS Main stderr] I0516 12:33:01.816446  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8ae043bd1882bca6

2026-05-16 12:33:01.868 [error] [LS Main stderr] I0516 12:33:01.868714  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x99cb1948f5721616

2026-05-16 12:33:02.382 [error] [LS Main stderr] I0516 12:33:02.382779  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7dabc0ed405fe94e

